Time	RGRF_X	RGRF_Y	RGRF_Z	LGRF_X	LGRF_Y	LGRF_Z	GRFNET_X	GRFNET_Y	GRFNET_Z	RCOP_X	RCOP_Y	RCOP_Z	LCOP_X	LCOP_Y	LCOP_Z	COPNET_X	COPNET_Y	COPNET_Z	RFREEMOMENT_Y	LFREEMOMENT_Y
0.000000	6.707712	263.626719	-3.873205	-6.859758	241.308172	4.081574	-0.152046	504.934912	0.208369	0.188929	0.000000	0.077610	0.250250	0.000000	-0.075711	0.218229	0.000000	0.004340	0.602298	-1.194437
0.010000	6.727540	263.564992	-3.882975	-6.676903	240.903039	4.392072	0.050636	504.468042	0.509098	0.189157	0.000000	0.077803	0.250256	0.000000	-0.075524	0.218331	0.000000	0.004586	0.608984	-1.224446
0.020000	6.741639	263.559596	-3.881614	-6.527548	240.543123	4.644131	0.214091	504.102722	0.762518	0.189379	0.000000	0.077945	0.250265	0.000000	-0.075354	0.218431	0.000000	0.004798	0.614227	-1.249099
0.030000	6.748185	263.651253	-3.862957	-6.435669	240.264645	4.799566	0.312515	503.915897	0.936610	0.189584	0.000000	0.078004	0.250277	0.000000	-0.075213	0.218521	0.000000	0.004953	0.616969	-1.264859
0.040000	6.749474	263.855887	-3.828699	-6.409507	240.089531	4.852029	0.339967	503.945419	1.023331	0.189756	0.000000	0.077979	0.250288	0.000000	-0.075114	0.218595	0.000000	0.005043	0.616809	-1.271066
0.050000	6.748777	264.162889	-3.787602	-6.441060	240.019839	4.825411	0.307717	504.182731	1.037809	0.189880	0.000000	0.077898	0.250294	0.000000	-0.075063	0.218641	0.000000	0.005080	0.614034	-1.269734
0.060000	6.746408	264.540687	-3.751962	-6.510198	240.034870	4.760535	0.236213	504.575560	1.008572	0.189948	0.000000	0.077810	0.250296	0.000000	-0.075063	0.218657	0.000000	0.005086	0.609447	-1.264365
0.070000	6.738457	264.946709	-3.733247	-6.591274	240.093061	4.696890	0.147187	505.039771	0.963642	0.189969	0.000000	0.077760	0.250296	0.000000	-0.075105	0.218648	0.000000	0.005089	0.604114	-1.258485
0.080000	6.719301	265.338073	-3.738730	-6.660284	240.139920	4.657962	0.059022	505.477990	0.919232	0.189961	0.000000	0.077778	0.250297	0.000000	-0.075172	0.218625	0.000000	0.005116	0.599096	-1.254530
0.090000	6.686103	265.679713	-3.769861	-6.701121	240.120868	4.646180	-0.015014	505.800575	0.876319	0.189947	0.000000	0.077863	0.250301	0.000000	-0.075240	0.218599	0.000000	0.005180	0.595257	-1.253425
0.100000	6.642179	265.948115	-3.822203	-6.709516	239.994969	4.648107	-0.067333	505.943074	0.825904	0.189945	0.000000	0.077990	0.250307	0.000000	-0.075285	0.218577	0.000000	0.005283	0.593120	-1.254748
0.110000	6.597174	266.131135	-3.886460	-6.693223	239.744576	4.645538	-0.096047	505.875698	0.759078	0.189959	0.000000	0.078117	0.250313	0.000000	-0.075294	0.218561	0.000000	0.005410	0.592795	-1.257190
0.120000	6.564108	266.226356	-3.950391	-6.667951	239.377991	4.626257	-0.103843	505.604332	0.675865	0.189979	0.000000	0.078204	0.250317	0.000000	-0.075268	0.218544	0.000000	0.005540	0.593967	-1.259054
0.130000	6.555055	266.240326	-4.001630	-6.650321	238.925739	4.589727	-0.095267	505.166051	0.588095	0.189986	0.000000	0.078229	0.250317	0.000000	-0.075224	0.218518	0.000000	0.005647	0.595986	-1.258695
