Time	RGRF_X	RGRF_Y	RGRF_Z	LGRF_X	LGRF_Y	LGRF_Z	GRFNET_X	GRFNET_Y	GRFNET_Z	RCOP_X	RCOP_Y	RCOP_Z	LCOP_X	LCOP_Y	LCOP_Z	COPNET_X	COPNET_Y	COPNET_Z	RFREEMOMENT_Y	LFREEMOMENT_Y
0.000000	-1.170043	332.053563	-4.954519	2.180427	273.627359	4.523625	1.010384	605.680953	-0.430894	0.217300	0.000000	0.084090	0.213028	0.000000	-0.088599	0.215369	0.000000	0.006070	1.814187	-1.433805
0.010000	-1.218531	331.958099	-4.854940	2.133118	273.825639	4.733307	0.914588	605.783755	-0.121633	0.217223	0.000000	0.084039	0.212866	0.000000	-0.088621	0.215253	0.000000	0.005992	1.786755	-1.439342
0.020000	-1.244697	331.869034	-4.766648	2.097471	274.005586	4.913684	0.852776	605.874627	0.147036	0.217151	0.000000	0.083998	0.212702	0.000000	-0.088615	0.215139	0.000000	0.005934	1.765396	-1.443598
0.030000	-1.235157	331.792165	-4.697202	2.085362	274.163887	5.050019	0.850207	605.956056	0.352817	0.217086	0.000000	0.083973	0.212534	0.000000	-0.088570	0.215026	0.000000	0.005908	1.754364	-1.446708
0.040000	-1.190361	331.730928	-4.648851	2.107743	274.316631	5.146454	0.917384	606.047566	0.497603	0.217027	0.000000	0.083969	0.212362	0.000000	-0.088495	0.214915	0.000000	0.005908	1.754895	-1.450573
0.050000	-1.123191	331.682164	-4.619121	2.171533	274.490353	5.217433	1.048344	606.172524	0.598312	0.216963	0.000000	0.083983	0.212185	0.000000	-0.088416	0.214799	0.000000	0.005917	1.765000	-1.457698
0.060000	-1.052715	331.633797	-4.602728	2.275049	274.704093	5.273528	1.222336	606.337896	0.670800	0.216884	0.000000	0.084004	0.212008	0.000000	-0.088365	0.214674	0.000000	0.005912	1.780246	-1.469203
0.070000	-0.996592	331.567619	-4.593199	2.404439	274.953743	5.312477	1.407846	606.521366	0.719279	0.216776	0.000000	0.084020	0.211837	0.000000	-0.088359	0.214537	0.000000	0.005875	1.795172	-1.483295
0.080000	-0.965519	331.466410	-4.583405	2.534484	275.209348	5.321570	1.568964	606.675758	0.738168	0.216628	0.000000	0.084015	0.211676	0.000000	-0.088396	0.214383	0.000000	0.005803	1.804829	-1.495372
0.090000	-0.961303	331.321011	-4.565717	2.635653	275.427984	5.288815	1.674347	606.748993	0.723102	0.216439	0.000000	0.083981	0.211527	0.000000	-0.088452	0.214212	0.000000	0.005705	1.806027	-1.499951
