Time	RGRF_X	RGRF_Y	RGRF_Z	LGRF_X	LGRF_Y	LGRF_Z	GRFNET_X	GRFNET_Y	GRFNET_Z	RCOP_X	RCOP_Y	RCOP_Z	LCOP_X	LCOP_Y	LCOP_Z	COPNET_X	COPNET_Y	COPNET_Z	RFREEMOMENT_Y	LFREEMOMENT_Y
0.000000	0.458453	379.881628	-33.056801	-5.050614	393.423467	34.846767	-4.592162	773.305104	1.789965	0.266017	0.000000	0.103949	0.269067	0.000000	-0.111569	0.267567	0.000000	-0.005699	0.070325	-0.570960
0.010000	0.317039	379.592885	-33.490038	-5.045645	389.966461	34.381566	-4.728606	769.559353	0.891529	0.266477	0.000000	0.104106	0.269094	0.000000	-0.111526	0.267802	0.000000	-0.005160	0.092224	-0.575806
0.020000	0.209395	379.249745	-33.903359	-5.058321	386.634153	33.976606	-4.848926	765.883903	0.073250	0.266837	0.000000	0.104246	0.269132	0.000000	-0.111489	0.267993	0.000000	-0.004657	0.109023	-0.579680
0.030000	0.160652	378.859641	-34.275044	-5.098137	383.532752	33.675572	-4.937485	762.392396	-0.599469	0.267022	0.000000	0.104355	0.269177	0.000000	-0.111460	0.268103	0.000000	-0.004210	0.117601	-0.582104
0.040000	0.181165	378.501060	-34.580417	-5.162277	380.722419	33.496707	-4.981111	759.223482	-1.083708	0.267003	0.000000	0.104422	0.269213	0.000000	-0.111439	0.268108	0.000000	-0.003821	0.118144	-0.583205
0.050000	0.269053	378.310246	-34.797183	-5.233698	378.209022	33.433753	-4.964644	756.519270	-1.363428	0.266791	0.000000	0.104444	0.269200	0.000000	-0.111420	0.267992	0.000000	-0.003471	0.114146	-0.583479
0.060000	0.417678	378.440201	-34.913318	-5.283912	375.952912	33.464216	-4.866234	754.393116	-1.449101	0.266417	0.000000	0.104425	0.269084	0.000000	-0.111396	0.267744	0.000000	-0.003128	0.111207	-0.583365
0.070000	0.622877	379.014014	-34.933507	-5.280408	373.895397	33.559482	-4.657531	752.909415	-1.374023	0.265909	0.000000	0.104375	0.268807	0.000000	-0.111361	0.267347	0.000000	-0.002759	0.115083	-0.582949
0.080000	0.885586	380.096048	-34.881104	-5.196745	371.996641	33.692289	-4.311159	752.092696	-1.188813	0.265277	0.000000	0.104305	0.268322	0.000000	-0.111308	0.266783	0.000000	-0.002340	0.129601	-0.582069
0.090000	1.208898	381.692956	-34.794871	-5.021745	370.271762	33.839905	-3.812847	751.964728	-0.954963	0.264521	0.000000	0.104222	0.267608	0.000000	-0.111231	0.266041	0.000000	-0.001868	0.155117	-0.580771
0.100000	1.592223	383.779017	-34.721749	-4.763801	368.809072	33.984092	-3.171577	752.588103	-0.737655	0.263640	0.000000	0.104130	0.266682	0.000000	-0.111124	0.265130	0.000000	-0.001358	0.188073	-0.579760
0.110000	2.026662	386.327182	-34.707865	-4.447679	367.758843	34.110131	-2.421017	754.086041	-0.597735	0.262648	0.000000	0.104025	0.265602	0.000000	-0.110982	0.264087	0.000000	-0.000834	0.221930	-0.580445
0.120000	2.494157	389.325510	-34.789927	-4.104221	367.291755	34.207002	-1.610064	756.617281	-0.582927	0.261587	0.000000	0.103903	0.264448	0.000000	-0.110802	0.262974	0.000000	-0.000326	0.249230	-0.584478
0.130000	2.970063	392.768528	-34.988507	-3.757346	367.538902	34.269451	-0.787284	760.307444	-0.719059	0.260518	0.000000	0.103760	0.263312	0.000000	-0.110587	0.261867	0.000000	0.000139	0.264063	-0.593079
0.140000	3.426674	396.627990	-35.303941	-3.415478	368.533801	34.300914	0.011193	765.161799	-1.003030	0.259513	0.000000	0.103598	0.262267	0.000000	-0.110353	0.260838	0.000000	0.000547	0.263958	-0.606563
0.150000	3.835674	400.819165	-35.715105	-3.073198	370.177290	34.315086	0.762472	770.996457	-1.400021	0.258637	0.000000	0.103426	0.261357	0.000000	-0.110123	0.259941	0.000000	0.000893	0.250503	-0.624277
0.160000	4.169699	405.181151	-36.181330	-2.722935	372.238347	34.334088	1.446761	777.419495	-1.847242	0.257936	0.000000	0.103258	0.260592	0.000000	-0.109921	0.259207	0.000000	0.001184	0.228557	-0.644810
0.170000	4.404972	409.482267	-36.647859	-2.369148	374.391244	34.382810	2.035821	783.873509	-2.265049	0.257428	0.000000	0.103112	0.259960	0.000000	-0.109769	0.258636	0.000000	0.001436	0.204496	-0.666276
0.180000	4.526370	413.449150	-37.054878	-2.034727	376.277581	34.480969	2.491641	789.726733	-2.573910	0.257101	0.000000	0.103002	0.259442	0.000000	-0.109674	0.258214	0.000000	0.001669	0.184282	-0.686575
0.190000	4.533690	416.808010	-37.348954	-1.754307	377.575043	34.635669	2.779383	794.383063	-2.713285	0.256925	0.000000	0.102940	0.259020	0.000000	-0.109632	0.257916	0.000000	0.001903	0.172039	-0.703695
0.200000	4.445477	419.323957	-37.494223	-1.558594	378.054895	34.837121	2.886885	797.378867	-2.657102	0.256854	0.000000	0.102926	0.258689	0.000000	-0.109627	0.257718	0.000000	0.002150	0.169485	-0.716093
0.210000	4.297029	420.829479	-37.479858	-1.460082	377.615522	35.058982	2.836950	798.445015	-2.420876	0.256845	0.000000	0.102955	0.258444	0.000000	-0.109642	0.257596	0.000000	0.002411	0.176230	-0.723026
0.220000	4.132044	421.241107	-37.321102	-1.448893	376.287002	35.263369	2.683154	797.528118	-2.057732	0.256863	0.000000	0.103013	0.258281	0.000000	-0.109665	0.257527	0.000000	0.002671	0.190607	-0.724635
0.230000	3.990811	420.567586	-37.053533	-1.499893	374.209517	35.409383	2.490919	794.777104	-1.644148	0.256884	0.000000	0.103085	0.258188	0.000000	-0.109688	0.257496	0.000000	0.002908	0.210559	-0.721737
0.240000	3.899618	418.911500	-36.722981	-1.585147	371.594665	35.463107	2.314471	790.506159	-1.259870	0.256897	0.000000	0.103158	0.258145	0.000000	-0.109711	0.257484	0.000000	0.003098	0.234160	-0.715437
0.250000	3.865183	416.462406	-36.375067	-1.683995	368.681898	35.406465	2.181187	785.144292	-0.968598	0.256897	0.000000	0.103223	0.258132	0.000000	-0.109736	0.257479	0.000000	0.003226	0.259607	-0.706818
0.260000	3.875565	413.478409	-36.047792	-1.786399	365.700966	35.242300	2.089165	779.179363	-0.805488	0.256884	0.000000	0.103278	0.258133	0.000000	-0.109762	0.257473	0.000000	0.003290	0.284886	-0.696878
0.270000	3.906617	410.256814	-35.768385	-1.889983	362.846616	34.993968	2.016633	773.103425	-0.774414	0.256857	0.000000	0.103323	0.258139	0.000000	-0.109785	0.257461	0.000000	0.003302	0.307583	-0.686736
0.280000	3.931539	407.100016	-35.553541	-1.994054	360.266681	34.699512	1.937487	767.366702	-0.854026	0.256817	0.000000	0.103359	0.258146	0.000000	-0.109800	0.257442	0.000000	0.003283	0.325168	-0.677927
0.290000	3.930613	404.285056	-35.411349	-2.094194	358.061664	34.402324	1.836421	762.346736	-1.009024	0.256766	0.000000	0.103391	0.258145	0.000000	-0.109801	0.257413	0.000000	0.003258	0.335742	-0.672527
