Time	RGRF_X	RGRF_Y	RGRF_Z	LGRF_X	LGRF_Y	LGRF_Z	GRFNET_X	GRFNET_Y	GRFNET_Z	RCOP_X	RCOP_Y	RCOP_Z	LCOP_X	LCOP_Y	LCOP_Z	COPNET_X	COPNET_Y	COPNET_Z	RFREEMOMENT_Y	LFREEMOMENT_Y
0.000000	-0.890414	515.060144	-25.538068	1.294651	410.439131	19.891537	0.404237	925.499305	-5.646531	0.292209	0.000000	0.123090	0.284300	0.000000	-0.110090	0.288699	0.000000	0.019679	1.561322	-1.802678
0.010000	-1.045132	514.809064	-25.253320	1.008345	412.275044	20.135626	-0.036786	927.084126	-5.117696	0.292212	0.000000	0.122905	0.284417	0.000000	-0.110076	0.288744	0.000000	0.019300	1.531345	-1.805066
0.020000	-1.194670	514.522346	-24.974628	0.743732	414.076172	20.378069	-0.450936	928.598528	-4.596562	0.292206	0.000000	0.122748	0.284515	0.000000	-0.110067	0.288776	0.000000	0.018935	1.508601	-1.808332
0.030000	-1.335705	514.149841	-24.706546	0.516756	415.803243	20.615318	-0.818946	929.953087	-4.091232	0.292180	0.000000	0.122637	0.284579	0.000000	-0.110065	0.288781	0.000000	0.018593	1.497481	-1.812929
0.040000	-1.467906	513.624550	-24.452244	0.335115	417.410229	20.840866	-1.132788	931.034778	-3.611380	0.292131	0.000000	0.122573	0.284597	0.000000	-0.110074	0.288754	0.000000	0.018273	1.498036	-1.818615
0.050000	-1.591965	512.871392	-24.215131	0.199790	418.851873	21.046182	-1.392173	931.723261	-3.168950	0.292055	0.000000	0.122539	0.284567	0.000000	-0.110092	0.288690	0.000000	0.017963	1.506610	-1.824590
0.060000	-1.706118	511.826119	-24.000300	0.109382	420.096010	21.223759	-1.596735	931.922124	-2.776540	0.291950	0.000000	0.122512	0.284491	0.000000	-0.110120	0.288588	0.000000	0.017646	1.517990	-1.829985
0.070000	-1.803134	510.457598	-23.814077	0.064369	421.133980	21.370774	-1.738763	931.591571	-2.443300	0.291813	0.000000	0.122467	0.284375	0.000000	-0.110155	0.288451	0.000000	0.017308	1.527856	-1.834436
0.080000	-1.869654	508.785582	-23.661627	0.068527	421.983521	21.490580	-1.801126	930.769095	-2.171045	0.291644	0.000000	0.122392	0.284232	0.000000	-0.110193	0.288284	0.000000	0.016944	1.534316	-1.838378
0.090000	-1.888901	506.887424	-23.544185	0.126398	422.683215	21.590357	-1.762501	929.570631	-1.953827	0.291441	0.000000	0.122289	0.284073	0.000000	-0.110228	0.288091	0.000000	0.016560	1.538050	-1.842842
