Time	RGRF_X	RGRF_Y	RGRF_Z	LGRF_X	LGRF_Y	LGRF_Z	GRFNET_X	GRFNET_Y	GRFNET_Z	RCOP_X	RCOP_Y	RCOP_Z	LCOP_X	LCOP_Y	LCOP_Z	COPNET_X	COPNET_Y	COPNET_Z	RFREEMOMENT_Y	LFREEMOMENT_Y
0.000000	-7.466326	273.320747	-13.172273	-40.614766	325.145151	18.113109	-48.081092	598.465898	4.940836	0.217724	0.000000	0.103201	0.197283	0.000000	-0.075601	0.206624	0.000000	0.006057	1.423602	5.859345
0.010000	-7.520586	270.442963	-12.881284	-40.533751	322.018013	18.114360	-48.054335	592.460971	5.233079	0.217596	0.000000	0.103134	0.197285	0.000000	-0.075519	0.206560	0.000000	0.006033	1.413422	5.859706
0.020000	-7.420307	268.752041	-12.587508	-40.369763	320.120303	18.067688	-47.790067	588.872337	5.480185	0.217251	0.000000	0.102968	0.197157	0.000000	-0.075415	0.206329	0.000000	0.006000	1.404239	5.859201
0.030000	-7.074721	269.048815	-12.298301	-40.072585	320.262525	17.947523	-47.147303	589.311331	5.649225	0.216557	0.000000	0.102640	0.196830	0.000000	-0.075285	0.205836	0.000000	0.005949	1.396188	5.857592
0.040000	-6.493492	271.508464	-12.036096	-39.645702	322.564192	17.764134	-46.139193	594.072649	5.728040	0.215517	0.000000	0.102142	0.196323	0.000000	-0.075140	0.205094	0.000000	0.005882	1.388176	5.855989
0.050000	-5.783587	275.647681	-11.831921	-39.151535	326.446120	17.558948	-44.935122	602.093796	5.727026	0.214265	0.000000	0.101523	0.195747	0.000000	-0.075009	0.204223	0.000000	0.005805	1.378171	5.857307
0.060000	-5.106623	280.517867	-11.711595	-38.696764	330.881524	17.385178	-43.803388	611.399387	5.673580	0.213011	0.000000	0.100872	0.195264	0.000000	-0.074923	0.203405	0.000000	0.005728	1.364050	5.865809
0.070000	-4.615137	285.048324	-11.681522	-38.401576	334.800260	17.283158	-43.016714	619.848579	5.601633	0.211964	0.000000	0.100288	0.195033	0.000000	-0.074903	0.202818	0.000000	0.005658	1.344579	5.885416
0.080000	-4.396038	288.402193	-11.721134	-38.363160	337.477424	17.261866	-42.759198	625.879611	5.540730	0.211259	0.000000	0.099841	0.195166	0.000000	-0.074951	0.202581	0.000000	0.005591	1.320017	5.917324
0.090000	-4.445789	290.204431	-11.785883	-38.626323	338.749516	17.294572	-43.072111	628.953939	5.508688	0.210929	0.000000	0.099560	0.195695	0.000000	-0.075054	0.202724	0.000000	0.005515	1.292081	5.958264
0.100000	-4.685774	290.561790	-11.819896	-39.171088	338.984694	17.329461	-43.856861	629.546475	5.509565	0.210920	0.000000	0.099432	0.196568	0.000000	-0.075186	0.203193	0.000000	0.005408	1.263350	6.000781
0.110000	-5.006383	289.892021	-11.773169	-39.920465	338.846583	17.309579	-44.926847	628.738596	5.536411	0.211135	0.000000	0.099415	0.197676	0.000000	-0.075320	0.203882	0.000000	0.005244	1.236442	6.035853
0.120000	-5.315604	288.664912	-11.616117	-40.764288	338.976701	17.193465	-46.079892	627.641607	5.577350	0.211486	0.000000	0.099462	0.198883	0.000000	-0.075437	0.204679	0.000000	0.005002	1.213256	6.056767
0.130000	-5.568918	287.188808	-11.345534	-41.589976	339.739634	16.968826	-47.158895	626.928440	5.623294	0.211923	0.000000	0.099541	0.200063	0.000000	-0.075531	0.205496	0.000000	0.004668	1.194496	6.062205
0.140000	-5.770028	285.538715	-10.980186	-42.309611	341.125878	16.654976	-48.079641	626.664593	5.674792	0.212437	0.000000	0.099637	0.201130	0.000000	-0.075611	0.206281	0.000000	0.004244	1.179587	6.056856
0.150000	-5.948257	283.638092	-10.549378	-42.875143	342.822507	16.293896	-48.823401	626.460601	5.744521	0.213033	0.000000	0.099751	0.202038	0.000000	-0.075691	0.207014	0.000000	0.003745	1.167026	6.049264
0.160000	-6.129200	281.422713	-10.081189	-43.278709	344.388097	15.933917	-49.407909	625.810812	5.852730	0.213699	0.000000	0.099887	0.202779	0.000000	-0.075783	0.207688	0.000000	0.003214	1.155044	6.048138
0.170000	-6.315618	278.977348	-9.596516	-43.540890	345.438810	15.613161	-49.856505	624.416159	6.016645	0.214388	0.000000	0.100038	0.203362	0.000000	-0.075887	0.208288	0.000000	0.002710	1.142283	6.058969
0.180000	-6.487068	276.563212	-9.110750	-43.693468	345.771401	15.350255	-50.180533	622.334614	6.239504	0.215028	0.000000	0.100184	0.203801	0.000000	-0.075987	0.208793	0.000000	0.002299	1.128135	6.082339
0.190000	-6.615011	274.526093	-8.639611	-43.763655	345.394047	15.146106	-50.378663	619.920141	6.506492	0.215547	0.000000	0.100296	0.204098	0.000000	-0.076062	0.209172	0.000000	0.002036	1.112563	6.114219
