Time	RGRF_X	RGRF_Y	RGRF_Z	LGRF_X	LGRF_Y	LGRF_Z	GRFNET_X	GRFNET_Y	GRFNET_Z	RCOP_X	RCOP_Y	RCOP_Z	LCOP_X	LCOP_Y	LCOP_Z	COPNET_X	COPNET_Y	COPNET_Z	RFREEMOMENT_Y	LFREEMOMENT_Y
0.000000	0.819129	296.488396	-14.661000	-3.010531	235.819894	14.926772	-2.191402	532.308290	0.265773	0.242276	0.000000	0.122060	0.246396	0.000000	-0.118419	0.244096	0.000000	0.015519	0.769456	-1.033186
0.010000	0.272394	296.091195	-14.467236	-3.150306	234.227126	14.619170	-2.877910	530.318329	0.151935	0.243828	0.000000	0.121676	0.247640	0.000000	-0.118560	0.245511	0.000000	0.015569	0.760594	-1.025801
0.020000	-0.273953	295.816662	-14.294198	-3.290802	232.618511	14.373288	-3.564753	528.435186	0.079092	0.245335	0.000000	0.121356	0.248855	0.000000	-0.118670	0.246885	0.000000	0.015696	0.749503	-1.018980
0.030000	-0.815808	295.726105	-14.157059	-3.436052	230.996377	14.226581	-4.251858	526.722495	0.069525	0.246753	0.000000	0.121136	0.250008	0.000000	-0.118728	0.248182	0.000000	0.015943	0.735185	-1.012685
0.040000	-1.343659	295.794443	-14.061291	-3.593040	229.386641	14.179036	-4.936697	525.181095	0.117748	0.248045	0.000000	0.121018	0.251070	0.000000	-0.118734	0.249367	0.000000	0.016299	0.718272	-1.006181
0.050000	-1.843345	295.932332	-14.002088	-3.765446	227.831508	14.196527	-5.608789	523.763846	0.194442	0.249183	0.000000	0.120974	0.252015	0.000000	-0.118704	0.250415	0.000000	0.016714	0.700410	-0.998605
0.060000	-2.298474	296.038878	-13.967381	-3.946110	226.371634	14.228607	-6.244584	522.410513	0.261229	0.250157	0.000000	0.120967	0.252820	0.000000	-0.118667	0.251310	0.000000	0.017125	0.683088	-0.989739
0.070000	-2.693000	296.051723	-13.943428	-4.113963	225.027826	14.231615	-6.806965	521.079547	0.288189	0.250968	0.000000	0.120972	0.253466	0.000000	-0.118645	0.252046	0.000000	0.017489	0.666752	-0.980388
0.080000	-3.013055	295.967151	-13.921047	-4.238453	223.793230	14.185707	-7.251510	519.760379	0.264663	0.251630	0.000000	0.120978	0.253941	0.000000	-0.118654	0.252625	0.000000	0.017796	0.650750	-0.972051
0.090000	-3.248289	295.824681	-13.899985	-4.289746	222.642253	14.098300	-7.538037	518.466936	0.198317	0.252160	0.000000	0.120992	0.254238	0.000000	-0.118693	0.253053	0.000000	0.018063	0.634059	-0.966131
0.100000	-3.393521	295.672647	-13.889245	-4.249626	221.554099	13.994241	-7.643149	517.226754	0.104996	0.252562	0.000000	0.121020	0.254358	0.000000	-0.118749	0.253333	0.000000	0.018314	0.616237	-0.963261
0.110000	-3.450918	295.539843	-13.902460	-4.118103	220.540308	13.899991	-7.569023	516.080163	-0.002470	0.252828	0.000000	0.121058	0.254303	0.000000	-0.118805	0.253460	0.000000	0.018556	0.598021	-0.963179
0.120000	-3.431641	295.430371	-13.949714	-3.913428	219.661488	13.831055	-7.345070	515.091874	-0.118661	0.252932	0.000000	0.121092	0.254082	0.000000	-0.118845	0.253424	0.000000	0.018771	0.581299	-0.965081
0.130000	-3.355023	295.341508	-14.029495	-3.666238	219.022047	13.788186	-7.021263	514.363571	-0.241312	0.252843	0.000000	0.121107	0.253706	0.000000	-0.118856	0.253212	0.000000	0.018927	0.568568	-0.968085
0.140000	-3.243852	295.289126	-14.125271	-3.410506	218.742588	13.761771	-6.654361	514.031728	-0.363503	0.252541	0.000000	0.121099	0.253190	0.000000	-0.118832	0.252819	0.000000	0.018996	0.562236	-0.971469
0.150000	-3.116397	295.320798	-14.209544	-3.174723	218.921804	13.739642	-6.291122	514.242610	-0.469904	0.252027	0.000000	0.121077	0.252560	0.000000	-0.118770	0.252255	0.000000	0.018969	0.564050	-0.974639
0.160000	-2.978551	295.504884	-14.254522	-2.976360	219.605276	13.713331	-5.954914	515.110161	-0.541193	0.251323	0.000000	0.121063	0.251842	0.000000	-0.118673	0.251545	0.000000	0.018856	0.574777	-0.976964
