Time	RGRF_X	RGRF_Y	RGRF_Z	LGRF_X	LGRF_Y	LGRF_Z	GRFNET_X	GRFNET_Y	GRFNET_Z	RCOP_X	RCOP_Y	RCOP_Z	LCOP_X	LCOP_Y	LCOP_Z	COPNET_X	COPNET_Y	COPNET_Z	RFREEMOMENT_Y	LFREEMOMENT_Y
0.000000	-1.373725	383.918602	-12.692566	1.729617	371.531879	12.676656	0.355893	755.450481	-0.015910	0.238281	0.000000	0.090990	0.220990	0.000000	-0.083440	0.229780	0.000000	0.005210	2.562296	-2.422339
0.010000	-1.247480	384.869537	-12.635898	1.704281	371.708276	12.741039	0.456801	756.577820	0.105141	0.238099	0.000000	0.091178	0.220962	0.000000	-0.083533	0.229679	0.000000	0.005346	2.571801	-2.401739
0.020000	-1.134326	385.750125	-12.596572	1.693994	371.815441	12.796182	0.559669	757.565579	0.199610	0.237930	0.000000	0.091328	0.220933	0.000000	-0.083608	0.229585	0.000000	0.005471	2.579557	-2.386057
0.030000	-1.043862	386.501307	-12.587057	1.707056	371.809965	12.836130	0.663196	758.311289	0.249073	0.237787	0.000000	0.091416	0.220899	0.000000	-0.083656	0.229502	0.000000	0.005576	2.584700	-2.378609
0.040000	-0.979862	387.080609	-12.611546	1.742203	371.690862	12.859447	0.762343	758.771487	0.247901	0.237679	0.000000	0.091437	0.220856	0.000000	-0.083675	0.229433	0.000000	0.005657	2.587585	-2.380061
0.050000	-0.940589	387.462047	-12.664970	1.790490	371.500948	12.867941	0.849904	758.963005	0.202971	0.237608	0.000000	0.091407	0.220798	0.000000	-0.083672	0.229376	0.000000	0.005707	2.589284	-2.388430
0.060000	-0.920636	387.632769	-12.734765	1.840577	371.311715	12.863887	0.919943	758.944484	0.129123	0.237570	0.000000	0.091347	0.220726	0.000000	-0.083659	0.229327	0.000000	0.005724	2.590708	-2.400056
0.070000	-0.913152	387.591287	-12.804911	1.883891	371.196891	12.847750	0.970742	758.788169	0.042839	0.237559	0.000000	0.091282	0.220650	0.000000	-0.083650	0.229286	0.000000	0.005705	2.591967	-2.411054
0.080000	-0.911829	387.350479	-12.860889	1.916617	371.204832	12.817808	1.004790	758.555296	-0.043080	0.237564	0.000000	0.091224	0.220581	0.000000	-0.083650	0.229253	0.000000	0.005647	2.592364	-2.418587
0.090000	-0.912572	386.943948	-12.893814	1.938046	371.340813	12.771708	1.025477	758.284745	-0.122105	0.237582	0.000000	0.091181	0.220530	0.000000	-0.083662	0.229232	0.000000	0.005558	2.590935	-2.421481
0.100000	-0.914715	386.429993	-12.902249	1.947533	371.566608	12.708772	1.032820	757.996588	-0.193477	0.237612	0.000000	0.091156	0.220502	0.000000	-0.083681	0.229225	0.000000	0.005453	2.587067	-2.420151
0.110000	-0.921385	385.887034	-12.891219	1.942911	371.817639	12.631882	1.021528	757.704669	-0.259337	0.237658	0.000000	0.091151	0.220494	0.000000	-0.083697	0.229236	0.000000	0.005351	2.580806	-2.416113
0.120000	-0.938648	385.398704	-12.869260	1.921488	372.030309	12.548300	0.982841	757.429015	-0.320961	0.237722	0.000000	0.091165	0.220498	0.000000	-0.083703	0.229263	0.000000	0.005274	2.572769	-2.411394
0.130000	-0.973600	385.032812	-12.845153	1.882416	372.167226	12.469192	0.908816	757.200041	-0.375962	0.237804	0.000000	0.091197	0.220506	0.000000	-0.083693	0.229303	0.000000	0.005237	2.563867	-2.408004
0.140000	-1.031941	384.822121	-12.825644	1.828452	372.228775	12.407561	0.796509	757.050896	-0.418083	0.237901	0.000000	0.091241	0.220515	0.000000	-0.083668	0.229353	0.000000	0.005240	2.555090	-2.407434
0.150000	-1.115587	384.754531	-12.814435	1.766105	372.246245	12.374651	0.650515	757.000769	-0.439784	0.238003	0.000000	0.091293	0.220525	0.000000	-0.083634	0.229409	0.000000	0.005274	2.547416	-2.410243
0.160000	-1.220714	384.776976	-12.811811	1.704543	372.261461	12.375874	0.483826	757.038420	-0.435936	0.238099	0.000000	0.091348	0.220537	0.000000	-0.083600	0.229464	0.000000	0.005318	2.541733	-2.415905
0.170000	-1.336790	384.812768	-12.814311	1.654026	372.304897	12.408336	0.317235	757.117643	-0.405974	0.238179	0.000000	0.091397	0.220549	0.000000	-0.083578	0.229511	0.000000	0.005353	2.538668	-2.423115
0.180000	-1.447388	384.787281	-12.814654	1.624103	372.384071	12.461581	0.176716	757.171330	-0.353074	0.238232	0.000000	0.091434	0.220556	0.000000	-0.083576	0.229540	0.000000	0.005361	2.538388	-2.430435
0.190000	-1.533365	384.652875	-12.802780	1.621376	372.486880	12.521296	0.088014	757.139739	-0.281485	0.238251	0.000000	0.091451	0.220550	0.000000	-0.083595	0.229544	0.000000	0.005332	2.540534	-2.436857
0.200000	-1.577924	384.403194	-12.768568	1.646931	372.595455	12.573739	0.069012	756.998642	-0.194830	0.238235	0.000000	0.091441	0.220531	0.000000	-0.083631	0.229522	0.000000	0.005269	2.544401	-2.441823
0.210000	-1.571862	384.071051	-12.705662	1.694337	372.700923	12.608476	0.122478	756.771976	-0.097189	0.238186	0.000000	0.091408	0.220505	0.000000	-0.083670	0.229479	0.000000	0.005183	2.549237	-2.444645
0.220000	-1.516823	383.711707	-12.614650	1.749756	372.810501	12.618856	0.232936	756.522215	0.004203	0.238112	0.000000	0.091360	0.220483	0.000000	-0.083700	0.229426	0.000000	0.005089	2.554444	-2.443890
0.230000	-1.425156	383.379705	-12.503727	1.795541	372.943788	12.601724	0.370386	756.323500	0.097994	0.238023	0.000000	0.091313	0.220480	0.000000	-0.083711	0.229374	0.000000	0.005007	2.559544	-2.437476
0.240000	-1.316493	383.108979	-12.386185	1.817204	373.121283	12.558099	0.500710	756.230264	0.171911	0.237934	0.000000	0.091284	0.220505	0.000000	-0.083700	0.229335	0.000000	0.004945	2.564024	-2.423781
0.250000	-1.212374	382.902989	-12.275789	1.811079	373.352160	12.494665	0.598705	756.255142	0.218874	0.237859	0.000000	0.091282	0.220560	0.000000	-0.083673	0.229318	0.000000	0.004908	2.567295	-2.403241
0.260000	-1.130765	382.737284	-12.182240	1.788086	373.628411	12.424084	0.657320	756.365683	0.241842	0.237808	0.000000	0.091307	0.220637	0.000000	-0.083641	0.229324	0.000000	0.004886	2.568904	-2.379236
0.270000	-1.082079	382.573012	-12.108733	1.769813	373.928538	12.362283	0.687733	756.501536	0.253550	0.237788	0.000000	0.091344	0.220722	0.000000	-0.083613	0.229350	0.000000	0.004866	2.568835	-2.357404
0.280000	-1.067623	382.376149	-12.052350	1.777478	374.227921	12.323186	0.709854	756.604058	0.270838	0.237798	0.000000	0.091374	0.220799	0.000000	-0.083596	0.229388	0.000000	0.004832	2.567638	-2.343450
0.290000	-1.080602	382.134274	-12.006563	1.819344	374.508930	12.313542	0.738743	756.643198	0.306981	0.237831	0.000000	0.091379	0.220858	0.000000	-0.083589	0.229428	0.000000	0.004778	2.566202	-2.340633
0.300000	-1.109026	381.862868	-11.964292	1.884110	374.764857	12.330775	0.775086	756.627729	0.366485	0.237872	0.000000	0.091352	0.220897	0.000000	-0.083592	0.229463	0.000000	0.004701	2.565327	-2.348344
0.310000	-1.139496	381.597918	-11.920081	1.944648	374.997163	12.364923	0.805155	756.595092	0.444844	0.237906	0.000000	0.091297	0.220924	0.000000	-0.083599	0.229488	0.000000	0.004611	2.565387	-2.362491
0.320000	-1.160839	381.378843	-11.870833	1.970377	375.210533	12.403480	0.809541	756.589392	0.532648	0.237916	0.000000	0.091229	0.220953	0.000000	-0.083610	0.229502	0.000000	0.004520	2.566306	-2.377357
0.330000	-1.166759	381.230830	-11.815423	1.941668	375.410614	12.436750	0.774911	756.641459	0.621329	0.237889	0.000000	0.091166	0.220995	0.000000	-0.083622	0.229505	0.000000	0.004442	2.567781	-2.387915
0.340000	-1.156864	381.155335	-11.753993	1.859071	375.605353	12.461478	0.702208	756.760699	0.707488	0.237823	0.000000	0.091126	0.221056	0.000000	-0.083634	0.229499	0.000000	0.004383	2.569498	-2.391565
0.350000	-1.135727	381.132528	-11.687671	1.743519	375.806891	12.481362	0.607791	756.939423	0.793695	0.237731	0.000000	0.091114	0.221132	0.000000	-0.083642	0.229488	0.000000	0.004347	2.571147	-2.388778
0.360000	-1.110307	381.132887	-11.618971	1.628267	376.030578	12.504212	0.517958	757.163463	0.885245	0.237638	0.000000	0.091129	0.221212	0.000000	-0.083644	0.229480	0.000000	0.004328	2.572250	-2.382608
0.370000	-1.086772	381.130680	-11.552395	1.546486	376.290489	12.536929	0.459712	757.421161	0.984537	0.237578	0.000000	0.091163	0.221287	0.000000	-0.083639	0.229484	0.000000	0.004318	2.572030	-2.377368
0.380000	-1.068093	381.111884	-11.494311	1.519203	376.593516	12.580823	0.451109	757.705391	1.086515	0.237575	0.000000	0.091207	0.221354	0.000000	-0.083632	0.229512	0.000000	0.004307	2.569522	-2.376877
0.390000	-1.053372	381.073203	-11.451415	1.547543	376.934524	12.629947	0.494172	758.007721	1.178533	0.237640	0.000000	0.091250	0.221424	0.000000	-0.083633	0.229576	0.000000	0.004285	2.563950	-2.382804
