Time	RGRF_X	RGRF_Y	RGRF_Z	LGRF_X	LGRF_Y	LGRF_Z	GRFNET_X	GRFNET_Y	GRFNET_Z	RCOP_X	RCOP_Y	RCOP_Z	LCOP_X	LCOP_Y	LCOP_Z	COPNET_X	COPNET_Y	COPNET_Z	RFREEMOMENT_Y	LFREEMOMENT_Y
0.000000	0.121251	337.180638	-27.275979	1.051234	417.042250	27.162325	1.172485	754.222888	-0.113655	0.222980	0.000000	0.096210	0.228199	0.000000	-0.105850	0.225869	0.000000	-0.015520	1.427383	-1.124777
0.010000	0.054878	337.926880	-27.256682	0.993793	417.191966	27.001981	1.048668	755.118852	-0.254702	0.222942	0.000000	0.096227	0.228048	0.000000	-0.105797	0.225766	0.000000	-0.015388	1.430940	-1.114128
0.020000	0.001823	338.688976	-27.240797	0.945624	417.348660	26.874718	0.947444	756.037644	-0.366078	0.222924	0.000000	0.096242	0.227914	0.000000	-0.105758	0.225680	0.000000	-0.015264	1.432103	-1.106952
0.030000	-0.028100	339.451588	-27.232525	0.914939	417.509032	26.800517	0.886834	756.960628	-0.432007	0.222933	0.000000	0.096251	0.227806	0.000000	-0.105739	0.225621	0.000000	-0.015156	1.429661	-1.105529
0.040000	-0.031234	340.156633	-27.236345	0.907709	417.653147	26.780387	0.876471	757.809787	-0.455958	0.222970	0.000000	0.096249	0.227721	0.000000	-0.105739	0.225587	0.000000	-0.015070	1.424194	-1.110360
0.050000	-0.011208	340.718350	-27.254113	0.926422	417.742736	26.800347	0.915210	758.461089	-0.453767	0.223019	0.000000	0.096231	0.227646	0.000000	-0.105744	0.225565	0.000000	-0.015010	1.417608	-1.120379
0.060000	0.022519	341.057807	-27.282334	0.969191	417.730305	26.840992	0.991707	758.788113	-0.441342	0.223058	0.000000	0.096193	0.227564	0.000000	-0.105739	0.225535	0.000000	-0.014974	1.412090	-1.133647
0.070000	0.058493	341.138369	-27.311900	1.029451	417.578971	26.886226	1.087943	758.717339	-0.425673	0.223062	0.000000	0.096138	0.227461	0.000000	-0.105714	0.225480	0.000000	-0.014954	1.409160	-1.148019
0.080000	0.087737	340.983218	-27.330641	1.096288	417.284172	26.927320	1.184025	758.267388	-0.403321	0.223016	0.000000	0.096074	0.227334	0.000000	-0.105669	0.225390	0.000000	-0.014946	1.409187	-1.161520
0.090000	0.106616	340.666295	-27.327144	1.155877	416.883316	26.962615	1.262493	757.549607	-0.364529	0.222913	0.000000	0.096014	0.227187	0.000000	-0.105619	0.225264	0.000000	-0.014944	1.411366	-1.172510
